id,position
7,54.590783350796904
14,57.613018125917122
21,59.028615290265073
28,42.947506512971074
35,64.584091379503718
42,54.590783350796904
49,69.907720590827594
56,49.485137604120013
63,49.485137604120013
70,49.485137604120013
77,94.576261411085369
84,98.458184099332271
91,-60.99355068365675
98,-60.99355068365675
105,54.776086434537326
112,54.776086434537326
119,58.658009122784229
126,70.303777187524943
133,75.569275588725731
140,69.907720590827594
147,80.119012084181378
154,89.106580519105179
161,64.802074844150695
168,64.802074844150695
175,80.489618251662208
182,88.253463628156013
189,80.489618251662208
196,73.789643279074497
203,44.379491857443121
210,84.00093477242828
217,69.907720590827594
224,61.476061407125044
231,73.121829471865752
238,73.121829471865752
245,-72.428565235440516
252,-76.310487923687418
259,79.265895193232211
266,71.502049816738406
273,64.987377927891117
280,79.080592109491803
287,75.198669421244901
294,79.080592109491803
301,79.080592109491803
308,-71.760751428231785
315,72.057959067959672
322,65.728590262852791
329,69.054603699878427
336,65.172681011631525
343,48.632020713170867
350,52.51394340141777
357,44.750098024923965
364,48.632020713170867
371,63.578351785720713
378,64.802074844150695
385,65.597728614675731
392,69.479651302922633
399,84.37154093990911
406,-75.086764865257436
413,-82.850610241751241
420,83.141246859301589
427,-75.080193843079897
434,-78.962116531326799
441,85.224657830858277
448,54.590783350796904
455,58.472706039043807
462,-100.97902874394521
469,-112.62479680868591
476,-90.39713108311058
483,78.895289025751381
490,75.569275588725731
497,78.895289025751381
504,90.330303577535162
511,-106.94436240374878
518,-106.94436240374878
525,-106.94436240374878
532,60.06703526495464
539,89.847792854066853
546,86.151173249560372
553,-90.033095937807275
560,86.151173249560372
567,94.401147426185716
574,100.91220123836978
581,-86.521779417041216
588,106.01784698504667
595,106.01784698504667
602,106.01784698504667
609,-112.60591740164693
616,89.662489770326431
623,90.700909745015991
630,-86.151173249560372
637,89.106580519105179
644,85.291485336433681
651,79.080592109491803
658,75.198669421244901
665,-70.83423600952969
672,94.212226265782064
679,105.64724081756584
686,44.379491857443121
693,48.261414545690023
700,99.873781263680215
707,99.873781263680215
714,-107.63762664017402
721,105.64724081756584
728,115.85853231091963
735,76.422392479674897
742,80.3043151679218
749,76.422392479674897
756,-87.077688668262468
763,80.67492133540263
770,76.792998647155727
777,-86.151173249560372
784,86.151173249560372
791,-86.151173249560372
798,90.330303577535162
805,84.153557475262133
812,84.153557475262133
819,-117.15565389710257
826,-124.91949927359637
833,-117.15565389710257
840,90.112320112888185
847,89.477186686586009
854,85.595263998339107
861,76.792998647155727
868,-86.151173249560372
875,-86.151173249560372
882,85.224657830858277
889,92.988503207352082
896,-99.947179791433157
903,-112.2353112341661
910,95.991858575433312
917,95.991858575433312
924,126.62573305549466
931,85.96587016581995
938,75.939881756206574
945,75.939881756206574
952,87.374896307990355
959,-104.09304749854249
966,-113.45903429259609
973,-117.34095698084299
980,64.802074844150695
987,84.556844023649532
994,80.67492133540263
1001,84.556844023649532
1008,80.119012084181378
1015,99.873781263680215
1022,91.554026635965158
1029,95.435949324212061
1036,100.54159507088895
1043,101.28280740585062
1050,90.330303577535162
1057,121.7053903925582
1064,-91.256818996237257
1071,-94.953438600743738
1078,-91.256818996237257
1085,94.582832433262894
1092,94.582832433262894
1099,87.374896307990355
1106,-91.627425163718101
1113,63.578351785720713
1120,49.485137604120013
1127,44.379491857443121
1134,56.025259922183828
1141,44.379491857443121
1148,94.946867578566199
1155,64.802074844150695
1162,55.517298769499007
1169,60.252338348695062
1176,78.895289025751381
1183,60.06703526495464
1190,75.013366337504479
1197,-90.033095937807275
1204,60.252338348695062
1211,62.718663872594021
1218,38.235426136076654
1225,45.999271512570459
1232,42.117348824323557
1239,54.961389518277748
1246,59.696429097473811
1253,64.802074844150695
1260,59.696429097473811
1267,-66.099196430333635
1274,53.367060292366915
1281,45.973821083353954
1288,-61.501511836341564
1295,-61.501511836341564
1302,61.501511836341564
1309,44.379491857443121
1316,65.357984095371947
1323,65.357984095371947
1330,65.807814437933715
1337,75.013366337504479
1344,-96.362464742914156
1351,75.939881756206574
1358,59.696429097473811
1365,54.590783350796904
1372,-68.575711053073348
1379,-71.204842177010534
1386,69.907720590827594
1393,84.00093477242828
1400,64.802074844150695
1407,63.578351785720713
1414,61.661364490865466
1421,65.543287179112369
1428,65.543287179112369
1435,75.013366337504479
1442,75.013366337504479
1449,77.671565967321399
1456,-81.045527502883473
1463,-79.821804444453477
1470,-79.821804444453477
1477,64.802074844150695
1484,69.907720590827594
1491,68.683997532397598
1498,69.907720590827594
1505,59.696429097473811
1512,-78.412778302283073
1519,-82.294700990529975
1526,59.881732181214232
1533,63.763654869461135
1540,54.590783350796904
1547,86.515208394863677
1554,68.86930061613802
1561,57.223532551397312
1568,64.987377927891117
1575,68.86930061613802
1582,68.86930061613802
1589,72.5659202206445
1596,84.00093477242828
1603,69.907720590827594
1610,88.068160544415605
1617,90.330303577535162
1624,-86.707082500781638
1631,60.920152155903793
1638,69.907720590827594
1645,69.907720590827594
1652,63.942386931024018
1659,-59.399221457745909
1666,-91.256818996237257
1673,-115.93193083867259
1680,-115.93193083867259
1687,85.595263998339107
1694,-102.53198089349712
1701,83.122367452262608
1708,83.122367452262608
1715,75.809020108029515
1722,75.809020108029515
1729,71.927097419782612
1736,105.64724081756584
1743,100.54159507088895
1750,75.013366337504479
1757,95.435949324212061
1764,-100.24438743116106
1771,125.5873130808051
1778,-91.323646501812675
1785,100.54159507088895
1792,75.939881756206574
1799,85.595263998339107
1806,84.364969917731585
1813,-80.007107528193899
1820,-76.125184839946996
1827,-79.821804444453477
1834,85.595263998339107
1841,80.119012084181378
1848,80.914665854706413
1855,80.914665854706413
1862,81.342735142611374
1869,87.882857460675183
1876,-81.045527502883473
1883,77.163604814636571
1890,-88.809372879377278
1897,-84.927450191130376
1904,-91.256818996237257
1911,-91.256818996237257
1918,-99.020664372731062
1925,-95.13874168448416
1932,-114.54835512571867
1939,-91.256818996237257
1946,-95.13874168448416
1953,70.648932925789268
1960,54.961389518277748
1967,54.961389518277748
1974,85.224657830858277
1981,-77.534210982117415
1988,-81.416133670364317
1995,96.659672382642043
2002,96.659672382642043
2009,90.330303577535162
2016,-76.86639717490867
2023,-70.83423600952969
2030,-81.045527502883473
2037,89.106580519105179
2044,89.106580519105179
2051,-81.045527502883473
2058,75.383972504985309
2065,89.477186686586009
2072,-86.336476333300794
2079,-109.62801246278221
2086,80.119012084181378
2093,-91.812728247458523
2100,79.259324171054686
2107,100.54159507088895
2114,84.37154093990911
2121,84.37154093990911
2128,-90.033095937807275
2135,75.013366337504479
2142,89.106580519105179
2149,84.00093477242828
2156,84.00093477242828
2163,81.342735142611374
2170,85.224657830858277
2177,85.224657830858277
2184,81.713341310092204
2191,93.359109374832911
2198,93.359109374832911
2205,94.212226265782064
2212,-106.57375623626794
2219,106.57375623626794
2226,96.659672382642043
2233,99.317872012458963
2240,-91.256818996237257
2247,89.662489770326431
2254,89.662489770326431
2261,115.85853231091963
2268,-86.151173249560372
2275,89.106580519105179
2282,89.106580519105179
2289,85.224657830858277
2296,85.224657830858277
2303,90.330303577535162
2310,-96.362464742914156
2317,96.659672382642043
